"id","시군","시설명","경위도X좌표","경위도Y좌표","정제도로명주소","정제지번주소","소재지","시설종류","시설분류","정원","대분류","소분류","대분류2","소분류2","대분류3","소분류3","homepage","tel","created_at","updated_at"
1302,경상남도 함안군,사마리아집데이케어센터2호점,"128.3480401","35.26817073",경남 함안군 군북면 함마대로 905-5,경남 함안군 군북면 소포리 1615-1,함안군 함마대로905-5,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ","9. 안전 ","9-1. 안전교육·점검",http://samaria7990.modoo.at,"055-587-7990","2026-04-01 07:55:49","2026-04-04 13:48:04"
1303,경상남도 함안군,샤인재가복지센터,"128.5053167","35.31836269",경남 함안군 칠서면 칠평로 52-2,경남 함안군 칠서면 무릉리 1173-84,함안군 칠서면 칠평로52-2,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-4. 일상생활 관련 비용지원",함안방문요양.com,"055-587-2888","2026-04-01 07:55:49","2026-04-04 13:48:04"
1304,경상남도 함안군,옹달샘노인복지센터,"128.3826426","35.27395986",경남 함안군 가야읍 북실길 108-8,경남 함안군 가야읍 사내리 215,가야읍 북실길 108-8,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","1-4. 일상생활 관련 비용지원","3. 정신적 건강","1-4. 일상생활 관련 비용지원",없음,"055-584-6991","2026-04-01 07:55:49","2026-04-04 13:48:04"
1305,경상남도 함안군,더조은재가노인복지센터,"128.5243289","35.27921296",경남 함안군 칠원읍 야촌5길 4,경남 함안군 칠원읍 예곡리 606-2,경남 함안군 칠원읍 야촌 5길 4,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",함안주간보호.com,"055-586-3688","2026-04-01 07:55:49","2026-04-04 13:48:04"
1306,경상남도 함안군,미소재가노인복지센터,"128.5199957","35.30343471",경남 함안군 칠원읍 구성길 100,경남 함안군 칠원읍 구성리 854,경남 함안군 칠원읍 구성길100,방문요양서비스시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","1-4. 일상생활 관련 비용지원",https://blog.naver.com/miso5550-,"055-586-5550","2026-04-01 07:55:49","2026-04-04 13:48:04"
1307,경상남도 함안군,봄날재가복지센터,"128.4984161","35.29886124",경남 함안군 칠원읍 유장길 3 2층,경남 함안군 칠원읍 유원리 471-1,함안군 칠원읍 유장길 3 2층,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","6. 일자리","6-4.간병 및 돌봄서비스 ",bomnal6874,"055-586-0777","2026-04-01 07:55:49","2026-04-04 13:48:04"
1308,경상남도 함안군,정다운집소규모노인요양센터,"128.5028566","35.28487186",경남 함안군 칠원읍 큰오곡길 63,경남 함안군 칠원읍 오곡리 1335,함안군 칠원읍 큰오곡길63,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-1. 건강증진",https://cafe.daum.net/cheong-hyo,"055-586-8866","2026-04-01 07:55:49","2026-04-04 13:48:04"
1309,경상남도 함안군,새롬재가노인복지센터,"128.5180615","35.30611306",경남 함안군 칠원읍 구성길 21 102호,경남 함안군 칠원읍 용산리 99,"함안군 칠원읍 구성길21, 102호",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-587-0100","2026-04-01 07:55:49","2026-04-04 13:48:04"
1310,경상남도 함안군,장수재가노인돌봄센터,"128.4081191","35.27725331",경남 함안군 가야읍 장터길 53(안흥빌라트) 안빌라트 202,경남 함안군 가야읍 말산리 58-83,경남 함안군 가야읍 장터길53안?빌라트202,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","4-1. 주거환경관리",없음,"055-582-6349","2026-04-01 07:55:49","2026-04-04 13:48:04"
1311,경상남도 함안군,함안군재가노인통합지원센터,"128.5114826","35.38441198",경남 함안군 칠서면 이룡3길 25-43,경남 함안군 칠서면 이룡리 328-3,함안군 칠서면 이룡3길 25-43,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",http://caf?.daum.net/silver1236,"055-586-1236","2026-04-01 07:55:49","2026-04-04 13:48:04"
1312,경상남도 함안군,신기의료기 함안점,"128.5164316","35.30866687",경남 함안군 칠원읍 용산2길 37,경남 함안군 칠원읍 용산리 314-4,경남 함안군 칠원읍 용산2길 37,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","1.경제(현금중심)","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-2. 의약품·?의약외품지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",snigymall.kr,"055-587-6846","2026-04-01 07:55:49","2026-04-04 13:48:04"
1313,경상남도 함안군,늘푸른주간보호,"128.515223","35.30935461",경남 함안군 칠원읍 용산2길 45-15,경남 함안군 칠원읍 용산리 325-7,함안군 칠원읍 용산2길 45-15,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/always_3388,"055-587-3388","2026-04-01 07:55:49","2026-04-04 13:48:04"
1314,경상남도 함안군,부민노인복지센터,"128.3854928","35.31914917",경남 함안군 법수면 석무길 146,경남 함안군 법수면 윤외리 145-8,경남 함안군 법수면 석무길 146,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","","5-1. 일상생활 유지·돌봄지원","","1-4. 일상생활 관련 비용지원",없음,"055-585-3489","2026-04-01 07:55:49","2026-04-04 13:48:04"
1315,경상남도 함안군,편한노인재가센터,"128.3479945","35.26269937",경남 함안군 군북면 함마대로 829,경남 함안군 군북면 중암리 41,함안군 군북면 함마대로 829,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","4-1. 주거환경관리","5. 돌봄","6-4.간병 및 돌봄서비스 ",없음,"055-583-0023","2026-04-01 07:55:49","2026-04-04 13:48:04"
1316,경상남도 함안군,하얀나방문요양센터,"128.4090948","35.27738805",경남 함안군 가야읍 가야10길 13(전원아파트),경남 함안군 가야읍 말산리 58-113,함안군 가야읍 가야10길 13,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-584-8359","2026-04-01 07:55:49","2026-04-04 13:48:04"
1317,경상남도 함안군,베스트주간보호센터,"128.5160378","35.27545013",경남 함안군 칠원읍 호곡1길 52,경남 함안군 칠원읍 오곡리 307-2,경남 함안군 칠원읍 호곡1길 52,주야간보호서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","3. 정신적 건강","1-5. 보호·돌봄·요양 관련 비용지원",https://cafe.naver.com/bestdaycare,"055-587-6099","2026-04-01 07:55:49","2026-04-04 13:48:04"
1318,경상남도 함안군,모아재가복지센터,"128.5370722","35.29361681",경남 함안군 칠원읍 갈티길 18-3(함안칠원대동아파트) 103동 403호,경남 함안군 칠원읍 무기리 878-2,경남 함안군 칠원읍 갈티길 18-3대동아파트 103-403호,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","","5-1. 일상생활 유지·돌봄지원","","5-1. 일상생활 유지·돌봄지원",없음,"055-587-6977","2026-04-01 07:55:49","2026-04-04 13:48:04"
1319,경상남도 함안군,유원실버센터(주간),"128.4937277","35.29918625",경남 함안군 칠원읍 유원길 104,경남 함안군 칠원읍 유원리 833-6,함안군 칠원읍 유원길104,주야간보호서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","3. 정신적 건강","5-1. 일상생활 유지·돌봄지원",함안주간보호.kr,"055-587-8899","2026-04-01 07:55:49","2026-04-04 13:48:04"
1320,경상남도 함안군,아름다운주간보호,"128.3799524","35.29736269",경남 함안군 가야읍 묘사1길 351,경남 함안군 가야읍 묘사리 827,경남 함안군 가야읍 묘사1길351,주야간보호서비스시설,이용시설,"","7. 보육 및 교육","5-2. 시설보호","2. 신체적 건강","5-2. 시설보호","3. 정신적 건강","5-2. 시설보호",없음,"055-583-3337","2026-04-01 07:55:49","2026-04-04 13:48:04"
1321,경상남도 함안군,한가족재가요양센터,"128.5110033","35.38640148",경남 함안군 칠서면 삼칠로 1379,경남 함안군 칠서면 이룡리 307-5,경상남도 함안군 칠서면 삼칠로 1379,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","","5-1. 일상생활 유지·돌봄지원","","1-4. 일상생활 관련 비용지원",없음,"055-586-4462","2026-04-01 07:55:49","2026-04-04 13:48:04"
1322,경상남도 함안군,함께재가방문요양센터,"128.3459951","35.26186134",경남 함안군 군북면 중암7길 7,경남 함안군 군북면 중암리 91-9,함안군 군북면 중암7길 ,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","","5-1. 일상생활 유지·돌봄지원","","1-4. 일상생활 관련 비용지원",없음,"055-585-7753","2026-04-01 07:55:49","2026-04-04 13:48:04"
1323,경상남도 함안군,효정재가노인복지센터,"128.3748288","35.27377328",경남 함안군 가야읍 백새길 74-7,경남 함안군 가야읍 사내리 585,가야읍 백새길 74-7,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","1.경제(현금중심)","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-583-5558","2026-04-01 07:55:49","2026-04-04 13:48:04"
1324,경상남도 함안군,명신재가복지센터,"128.4161349","35.27962175",경남 함안군 가야읍 가야20길 24-1,경남 함안군 가야읍 검암리 932-12,함안군 가야읍 가야 20길 24-1,방문요양서비스시설,이용시설,"","","1-5. 보호·돌봄·요양 관련 비용지원","","5-1. 일상생활 유지·돌봄지원","","1-4. 일상생활 관련 비용지원",없음,"055 583 0110","2026-04-01 07:55:49","2026-04-04 13:48:04"
1325,경상남도 함안군,전원재가노인센터,"128.4090948","35.27738805",경남 함안군 가야읍 가야10길 13(전원아파트),경남 함안군 가야읍 말산리 58-113,함안군가야10길13,방문요양서비스시설,이용시설,"","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","","","9. 안전 ","3-1. 정신건강 증진 ",없음,"010.2616.6596","2026-04-01 07:55:49","2026-04-04 13:48:04"
1326,경상남도 함안군,마주봄재가복지센터,"128.523796","35.27928473",경남 함안군 칠원읍 예용로 19,경남 함안군 칠원읍 예곡리 581,함안군 칠원읍 예용로19,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원",마주봄재가복지센터 : 네이버 블로그,"055-586-1978","2026-04-01 07:55:49","2026-04-04 13:48:04"
1327,경상남도 함안군,칠원재가노인복지센터,"128.5173918","35.30791027",경남 함안군 칠원읍 용산2길 12 3층 4호,경남 함안군 칠원읍 용산리 36-5,"함안군 칠원읍 용산2길 12, 3층 4호",방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원",없음,"010-5859-0497","2026-04-01 07:55:49","2026-04-04 13:48:04"
1328,경상남도 함안군,함안동천노인통합지원센터,"128.3292397","35.24461043",경남 함안군 군북면 하림2길 4,경남 함안군 군북면 하림리 190-1,군북면 하림2길 4,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",https://cafe.naver.com/bestdaycare,"055-587-0071","2026-04-01 07:55:49","2026-04-04 13:48:04"
1329,경상남도 함안군,보심재가노인복지센터,"128.4223776","35.24188382",경남 함안군 함안면 함안대로 108,경남 함안군 함안면 북촌리 956-1,함안면 함안대로 108,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원",없음,"055-582-3590","2026-04-01 07:55:49","2026-04-04 13:48:04"
1330,경상남도 함안군,오케이(OK)재가복지센터,"128.519382","35.30701316",경남 함안군 칠원읍 서남2길 35,경남 함안군 칠원읍 용산리 4,함안군 칠원읍 서남2길 35,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/nowing7,"055-992-9855","2026-04-01 07:55:49","2026-04-04 13:48:04"
1331,경상남도 창녕군,부곡온천요양원,"128.5803352","35.44233898",경남 창녕군 부곡면 원앙로 74,경남 창녕군 부곡면 거문리 843-2,부곡면 원앙로 74,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","1-4. 일상생활 관련 비용지원","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-536-6530","2026-04-01 07:55:49","2026-04-04 13:48:04"
1332,경상남도 창녕군,창녕노인통합지원센터,"128.4995688","35.54357866",경남 창녕군 창녕읍 교리2길 5,경남 창녕군 창녕읍 교리 210-10,창녕읍 교리2길 ,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","3. 정신적 건강","3-1. 정신건강 증진 ","2. 신체적 건강","1-4. 일상생활 관련 비용지원",https://cafe.daum.net/changno,"055-533-1336","2026-04-01 07:55:49","2026-04-04 13:48:04"
1333,경상남도 창녕군,나자렛노인통합지원센터,"128.5127448","35.61780561",경남 창녕군 성산면 운봉길 25-12,경남 창녕군 성산면 운봉리 129,성산면 운봉길 25-12,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","2-1. 건강증진","1.경제(현금중심)","1-8. 문화·여가 관련 비용지원","8. 관계","5-1. 일상생활 유지·돌봄지원",http://cafe.daum.net/sjn-his,"055-532-8329","2026-04-01 07:55:49","2026-04-04 13:48:04"
1334,경상남도 창녕군,창녕군새누리노인종합센터,"128.4611068","35.39604751",경남 창녕군 남지읍 덕동길 55,경남 창녕군 남지읍 학계리 349,남지읍 덕동길 55,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","9. 안전 ","9-1. 안전교육·점검","5. 돌봄","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-1. 문화복지",https://cafe.naver.com/tosnfl7992,"055-526-1796","2026-04-01 07:55:49","2026-04-04 13:48:04"
1335,경상남도 창녕군,참좋은노인복지센터,"128.5325327","35.45656339",경남 창녕군 영산면 영산중앙길 51-2,경남 창녕군 영산면 성내리 521-1,영산면 영산중앙길 51-2,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-536-9021","2026-04-01 07:55:49","2026-04-04 13:48:04"
1336,경상남도 창녕군,참사랑재가노인복지센터,"128.4977132","35.53936678",경남 창녕군 창녕읍 시장3길 6,경남 창녕군 창녕읍 교하리 204-10,창녕군 창녕읍 시장3길 6,방문요양서비스시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","4. 주거","4-1. 주거환경관리","9. 안전 ","9-1. 안전교육·점검",http://blog.naver.com/kth720128,"055-533-2906","2026-04-01 07:55:49","2026-04-04 13:48:04"
1337,경상남도 창녕군,우주재가복지센터,"128.4807578","35.39076032",경남 창녕군 남지읍 동포1길 17,경남 창녕군 남지읍 남지리 545-5,창녕군 남지읍 동포1길 17,주야간보호서비스시설,이용시설,"","5. 돌봄","5-2. 시설보호","2. 신체적 건강","5-1. 일상생활 유지·돌봄지원","3. 정신적 건강","5-1. 일상생활 유지·돌봄지원",없음,"055-521-5561","2026-04-01 07:55:49","2026-04-04 13:48:04"
1338,경상남도 창녕군,으뜸재가노인복지센터,"128.5299072","35.45649977",경남 창녕군 영산면 영산중앙길 27-1,경남 창녕군 영산면 서리 124-2,창녕군 영산면 영산중알길 27-1,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-4. 일상생활 관련 비용지원",없음,"055-526-1322","2026-04-01 07:55:49","2026-04-04 13:48:04"
1339,경상남도 창녕군,다솜재가노인복지센터,"128.5025781","35.53126895",경남 창녕군 창녕읍 남창녕로 5(서호빌딩) 101-2호,경남 창녕군 창녕읍 말흘리 776-1,"창녕읍 남창녕로 5, 101-2호(서호빌딩)",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",https://blog.naver.com/kdkksj1110,"055-533-5556","2026-04-01 07:55:49","2026-04-04 13:48:04"
1340,경상남도 창녕군,늘푸른재가노인복지센터,"128.5056155","35.53260307",경남 창녕군 창녕읍 화왕산로 147,경남 창녕군 창녕읍 말흘리 404,창녕읍 화왕산로 147,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-533-8700","2026-04-01 07:55:49","2026-04-04 13:48:04"
1341,경상남도 창녕군,가람재가복지센터,"128.4754419","35.38635917",경남 창녕군 남지읍 문화길 66-1 301호,경남 창녕군 남지읍 남지리 758-377,남지읍 문화길 66-1(301호),방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","3. 정신적 건강","1-8. 문화·여가 관련 비용지원",가람재가복지센터 - Daum 카페,"055-521-7707","2026-04-01 07:55:49","2026-04-04 13:48:04"
1342,경상남도 창녕군,대가복지재가센터,"128.4828865","35.39126115",경남 창녕군 남지읍 동포옛길 9-11,경남 창녕군 남지읍 남지리 294-15,남지읍 동포옛길 9-11,방문요양서비스시설,이용시설,"","4. 주거","4-1. 주거환경관리","3. 정신적 건강","3-1. 정신건강 증진 ","9. 안전 ","9-2. 학대 및 폭력피해지원",없음,"055-526-3366","2026-04-01 07:55:49","2026-04-04 13:48:04"
1343,경상남도 창녕군,장수재가복지센터,"128.5042267","35.53745543",경남 창녕군 창녕읍 화왕산1로 80,경남 창녕군 창녕읍 말흘리 224-2,창녕읍 화왕산1로 80,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원",없음,"055-532-4790","2026-04-01 07:55:49","2026-04-04 13:48:04"
1344,경상남도 창녕군,심청이재가복지센터,"128.4979034","35.53595737",경남 창녕군 창녕읍 창녕대로 107-1(일흥아파트) 1층,경남 창녕군 창녕읍 교하리 255-6,"창녕읍 창녕대로 107-1, 1층",방문요양서비스시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","5. 돌봄","5-1. 일상생활 유지·돌봄지원",caf?.naver.com/ChangnyeonSimcheong,"055-533-7008","2026-04-01 07:55:49","2026-04-04 13:48:04"
1345,경상남도 창녕군,가온재가주간보호센터,"128.5045513","35.542886",경남 창녕군 창녕읍 화왕산로 14 1층,경남 창녕군 창녕읍 송현리 73-4,"창녕읍 화왕산로 14, 1층",주야간보호서비스시설,이용시설,"","5. 돌봄","5-2. 시설보호","2. 신체적 건강","5-1. 일상생활 유지·돌봄지원","3. 정신적 건강","5-1. 일상생활 유지·돌봄지원",https://blog.naver.com/gaon-2040,"055-532-2010","2026-04-01 07:55:49","2026-04-04 13:48:04"
1346,경상남도 창녕군,드림케어재가복지센터,"128.4745962","35.3925837",경남 창녕군 남지읍 남지중앙2길 47,경남 창녕군 남지읍 남지리 973-1,남지읍 중앙2길 47,방문요양서비스시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","5. 돌봄","6-4.간병 및 돌봄서비스 ","4. 주거","4-1. 주거환경관리",없음,"055-532-1718","2026-04-01 07:55:49","2026-04-04 13:48:04"
1347,경상남도 창녕군,영산주간보호재가센터,"128.5302592","35.46124938",경남 창녕군 영산면 삼시랑길 53,경남 창녕군 영산면 성내리 316-2,영산면 삼시랑길 53,방문요양서비스시설,이용시설,"","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","1.경제(현금중심)","1-1. 일자리 관련 비용지원","3. 정신적 건강","2-1. 건강증진",blog.naver.com/hyula22,"055-526-5020","2026-04-01 07:55:49","2026-04-04 13:48:04"
1348,경상남도 창녕군,햇살재가복지센터,"128.4800158","35.39355147",경남 창녕군 남지읍 남지중앙2길 99,경남 창녕군 남지읍 남지리 481-15,남지읍 남지중앙2길 99,방문요양서비스시설,이용시설,"","5. 돌봄","6-4.간병 및 돌봄서비스 ","5. 돌봄","4-1. 주거환경관리","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-521-2188","2026-04-01 07:55:49","2026-04-04 13:48:04"
1349,경상남도 창녕군,제와이재가복지센터,"128.5014796","35.53244061",경남 창녕군 창녕읍 창녕대로 157-2,경남 창녕군 창녕읍 말흘리 747-17,창녕읍 창녕대로 157-2,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원",없음,"055-532-8332","2026-04-01 07:55:49","2026-04-04 13:48:04"
1350,경상남도 창녕군,섬김재가복지센터,"128.4995022","35.54092539",경남 창녕군 창녕읍 종로 39-1 2층 1호,경남 창녕군 창녕읍 교하리 91-3,"창녕읍 종로 39-1, 2층 1호",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","4-1. 주거환경관리","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",없음,"055-806-8027","2026-04-01 07:55:49","2026-04-04 13:48:04"
1351,경상남도 창녕군,나누리노인복지센터,"128.5298915","35.45649433",경남 창녕군 영산면 영산중앙길 27-1,경남 창녕군 영산면 서리 124-2,영산면 영산중앙길 27-1,방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",없음,"055-521-6102","2026-04-01 07:55:49","2026-04-04 13:48:04"
1352,경상남도 창녕군,청심재가노인복지센터,"128.5023062","35.53905795",경남 창녕군 창녕읍 척경비로 17,경남 창녕군 창녕읍 말흘리 173-1,창녕읍 척경비로17,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-532-1974","2026-04-01 07:55:49","2026-04-04 13:48:04"
1353,경상남도 창녕군,부곡재가노인복지센터,"128.6042841","35.43406792",경남 창녕군 부곡면 부곡로 82,경남 창녕군 부곡면 부곡리 266-1,부곡면 부곡로 82,방문요양서비스시설,이용시설,"","2. 신체적 건강","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-4. 일상생활 관련 비용지원","8. 관계","1-8. 문화·여가 관련 비용지원",부곡재가노인복지센터 : 네이버 블로그,"055-521-1005","2026-04-01 07:55:49","2026-04-04 13:48:04"
1354,경상남도 창녕군,큰정성재가복지센터,"128.4851096","35.54092312",경남 창녕군 창녕읍 직교2길 4,경남 창녕군 창녕읍 직교리 91,창녕읍 직교2길4,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/dudrud3561,"055-532-5520","2026-04-01 07:55:49","2026-04-04 13:48:04"
1355,경상남도 창녕군,더조은재가복지센터,"128.497844","35.53935278",경남 창녕군 창녕읍 학천3길 21,경남 창녕군 창녕읍 교하리 204-9,창녕군창녕읍학천3길21,방문요양서비스시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","4. 주거","4-1. 주거환경관리","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-532-3445","2026-04-01 07:55:49","2026-04-04 13:48:04"
1356,경상남도 창녕군,최고재가복지센터,"128.4725445","35.61455109",경남 창녕군 대합면 창한로 128-8,경남 창녕군 대합면 십이리 216,대합면 창한로 128-8,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","4. 주거","4-1. 주거환경관리","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",없음,"055-532-5320","2026-04-01 07:55:49","2026-04-04 13:48:04"
1357,경상남도 창녕군,장천재가복지센터,"128.3817937","35.60126332",경남 창녕군 이방면 이방대합로 341-1,경남 창녕군 이방면 장천리 2-4,이방면 이방대합로 341-1,방문요양서비스시설,이용시설,"","2. 신체적 건강","5-1. 일상생활 유지·돌봄지원","3. 정신적 건강","3-1. 정신건강 증진 ","4. 주거","4-1. 주거환경관리",https://blog.naver.com/jangchon66 ,"055-532-6660","2026-04-01 07:55:49","2026-04-04 13:48:04"
1358,경상남도 창녕군,금강재가노인복지센터,"128.4901138","35.58214392",경남 창녕군 고암면 원촌길 79-44,경남 창녕군 고암면 원촌리 147-9,고암면 원촌길 79-44,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","4. 주거","1-5. 보호·돌봄·요양 관련 비용지원","","1-4. 일상생활 관련 비용지원",blog.naver.com/geumkang_,"055-533-1212","2026-04-01 07:55:49","2026-04-04 13:48:04"
